index,original_normalized,شماره سوره,شماره آیه,predicted_sure
3##184,فان كذبوك فقد كذب رسل من قبلك جا وا بالبينات و الزبر و الكتاب المنير,3,184,3
3##185,كل نفس ذائقه الموت و انما توفون اجوركم يوم القيامه فمن زحزح عن النار و ادخل الجنه فقد فاز و ما الحياه الدنيا الا متاع الغرور,3,185,3
3##186,لتبلون في اموالكم و انفسكم و لتسمعن من الذين اوتوا الكتاب من قبلكم و من الذين اشركوا اذي كثيرا و ان تصبروا و تتقوا فان ذلك من عزم الامور,3,186,2
3##187,و اذ اخذ الله ميثاق الذين اوتوا الكتاب لتبيننه للناس و لا تكتمونه فنبذوه ورا ظهورهم و اشتروا به ثمنا قليلا فبئس ما يشترون,3,187,3
3##188,لا تحسبن الذين يفرحون بما اتوا و يحبون ان يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازه من العذاب و لهم عذاب اليم,3,188,5
3##189,و لله ملك السماوات و الارض و الله علي كل شي قدير,3,189,3
3##190,ان في خلق السماوات و الارض و اختلاف الليل و النهار لايات لاولي الالباب,3,190,3
3##191,الذين يذكرون الله قياما و قعودا و علي جنوبهم و يتفكرون في خلق السماوات و الارض ربنا ما خلقت هذا باطلا سبحانك فقنا عذاب النار,3,191,3
3##192,ربنا انك من تدخل النار فقد اخزيته و ما للظالمين من انصار,3,192,3
3##193,ربنا اننا سمعنا مناديا ينادي للايمان ان امنوا بربكم فامنا ربنا فاغفر لنا ذنوبنا و كفر عنا سيئاتنا و توفنا مع الابرار,3,193,3
3##194,ربنا و اتنا ما وعدتنا علي رسلك و لا تخزنا يوم القيامه انك لا تخلف الميعاد,3,194,3
3##195,فاستجاب لهم ربهم اني لا اضيع عمل عامل منكم من ذكر او انثي بعضكم من بعض فالذين هاجروا و اخرجوا من ديارهم و اوذوا في سبيلي و قاتلوا و قتلوا لاكفرن عنهم سيئاتهم و لادخلنهم جنات تجري من تحتها الانهار ثوابا من عند الله و الله عنده حسن الثواب,3,195,3
3##196,لا يغرنك تقلب الذين كفروا في البلاد,3,196,22
3##197,متاع قليل ثم ماواهم جهنم و بئس المهاد,3,197,3
3##198,لكن الذين اتقوا ربهم لهم جنات تجري من تحتها الانهار خالدين فيها نزلا من عند الله و ما عند الله خير للابرار,3,198,3
3##199,و ان من اهل الكتاب لمن يومن بالله و ما انزل اليكم و ما انزل اليهم خاشعين لله لا يشترون بايات الله ثمنا قليلا اولئك لهم اجرهم عند ربهم ان الله سريع الحساب,3,199,3
3##200,يا ايها الذين امنوا اصبروا و صابروا و رابطوا و اتقوا الله لعلكم تفلحون,3,200,3
4##1,يا ايها الناس اتقوا ربكم الذي خلقكم من نفس واحده و خلق منها زوجها و بث منهما رجالا كثيرا و نسا و اتقوا الله الذي تسا لون به و الارحام ان الله كان عليكم رقيبا,4,1,4
4##2,و اتوا اليتامي اموالهم و لا تتبدلوا الخبيث بالطيب و لا تاكلوا اموالهم الي اموالكم انه كان حوبا كبيرا,4,2,4
4##3,و ان خفتم الا تقسطوا في اليتامي فانكحوا ما طاب لكم من النسا مثني و ثلاث و رباع فان خفتم الا تعدلوا فواحده او ما ملكت ايمانكم ذلك ادني الا تعولوا,4,3,4
4##4,و اتوا النسا صدقاتهن نحله فان طبن لكم عن شي منه نفسا فكلوه هنيئا مريئا,4,4,4
4##5,و لا توتوا السفها اموالكم التي جعل الله لكم قياما و ارزقوهم فيها و اكسوهم و قولوا لهم قولا معروفا,4,5,4
4##6,و ابتلوا اليتامي حتي اذا بلغوا النكاح فان انستم منهم رشدا فادفعوا اليهم اموالهم و لا تاكلوها اسرافا و بدارا ان يكبروا و من كان غنيا فليستعفف و من كان فقيرا فلياكل بالمعروف فاذا دفعتم اليهم اموالهم فاشهدوا عليهم و كفي بالله حسيبا,4,6,4
4##7,للرجال نصيب مما ترك الوالدان و الاقربون و للنسا نصيب مما ترك الوالدان و الاقربون مما قل منه او كثر نصيبا مفروضا,4,7,4
4##8,و اذا حضر القسمه اولوا القربي و اليتامي و المساكين فارزقوهم منه و قولوا لهم قولا معروفا,4,8,4
4##9,و ليخش الذين لو تركوا من خلفهم ذريه ضعافا خافوا عليهم فليتقوا الله و ليقولوا قولا سديدا,4,9,10
4##10,ان الذين ياكلون اموال اليتامي ظلما انما ياكلون في بطونهم نارا و سيصلون سعيرا,4,10,2
4##11,يوصيكم الله في اولادكم للذكر مثل حظ الانثيين فان كن نسا فوق اثنتين فلهن ثلثا ما ترك و ان كانت واحده فلها النصف و لابويه لكل واحد منهما السدس مما ترك ان كان له ولد فان لم يكن له ولد و ورثه ابواه فلامه الثلث فان كان له اخوه فلامه السدس من بعد وصيه يوصي بها او دين اباوكم و ابناوكم لا تدرون ايهم اقرب لكم نفعا فريضه من الله ان الله كان عليما حكيما,4,11,4
4##12,و لكم نصف ما ترك ازواجكم ان لم يكن لهن ولد فان كان لهن ولد فلكم الربع مما تركن من بعد وصيه يوصين بها او دين و لهن الربع مما تركتم ان لم يكن لكم ولد فان كان لكم ولد فلهن الثمن مما تركتم من بعد وصيه توصون بها او دين و ان كان رجل يورث كلاله او امراه و له اخ او اخت فلكل واحد منهما السدس فان كانوا اكثر من ذلك فهم شركا في الثلث من بعد وصيه يوصي بها او دين غير مضار وصيه من الله و الله عليم حليم,4,12,4
4##13,تلك حدود الله و من يطع الله و رسوله يدخله جنات تجري من تحتها الانهار خالدين فيها و ذلك الفوز العظيم,4,13,4
4##14,و من يعص الله و رسوله و يتعد حدوده يدخله نارا خالدا فيها و له عذاب مهين,4,14,4
4##15,و اللاتي ياتين الفاحشه من نسائكم فاستشهدوا عليهن اربعه منكم فان شهدوا فامسكوهن في البيوت حتي يتوفاهن الموت او يجعل الله لهن سبيلا,4,15,4
4##16,و اللذان ياتيانها منكم فاذوهما فان تابا و اصلحا فاعرضوا عنهما ان الله كان توابا رحيما,4,16,4
4##17,انما التوبه علي الله للذين يعملون السو بجهاله ثم يتوبون من قريب فاولئك يتوب الله عليهم و كان الله عليما حكيما,4,17,4
4##18,و ليست التوبه للذين يعملون السيئات حتي اذا حضر احدهم الموت قال اني تبت الان و لا الذين يموتون و هم كفار اولئك اعتدنا لهم عذابا اليما,4,18,4
4##19,يا ايها الذين امنوا لا يحل لكم ان ترثوا النسا كرها و لا تعضلوهن لتذهبوا ببعض ما اتيتموهن الا ان ياتين بفاحشه مبينه و عاشروهن بالمعروف فان كرهتموهن فعسي ان تكرهوا شيئا و يجعل الله فيه خيرا كثيرا,4,19,4
4##20,و ان اردتم استبدال زوج مكان زوج و اتيتم احداهن قنطارا فلا تاخذوا منه شيئا ا تاخذونه بهتانا و اثما مبينا,4,20,4
4##21,و كيف تاخذونه و قد افضي بعضكم الي بعض و اخذن منكم ميثاقا غليظا,4,21,4
4##22,و لا تنكحوا ما نكح اباوكم من النسا الا ما قد سلف انه كان فاحشه و مقتا و سا سبيلا,4,22,4
4##23,حرمت عليكم امهاتكم و بناتكم و اخواتكم و عماتكم و خالاتكم و بنات الاخ و بنات الاخت و امهاتكم اللاتي ارضعنكم و اخواتكم من الرضاعه و امهات نسائكم و ربائبكم اللاتي في حجوركم من نسائكم اللاتي دخلتم بهن فان لم تكونوا دخلتم بهن فلا جناح عليكم و حلائل ابنائكم الذين من اصلابكم و ان تجمعوا بين الاختين الا ما قد سلف ان الله كان غفورا رحيما,4,23,4
4##24,و المحصنات من النسا الا ما ملكت ايمانكم كتاب الله عليكم و احل لكم ما ورا ذلكم ان تبتغوا باموالكم محصنين غير مسافحين فما استمتعتم به منهن فاتوهن اجورهن فريضه و لا جناح عليكم فيما تراضيتم به من بعد الفريضه ان الله كان عليما حكيما,4,24,4
4##25,و من لم يستطع منكم طولا ان ينكح المحصنات المومنات فمن ما ملكت ايمانكم من فتياتكم المومنات و الله اعلم بايمانكم بعضكم من بعض فانكحوهن باذن اهلهن و اتوهن اجورهن بالمعروف محصنات غير مسافحات و لا متخذات اخدان فاذا احصن فان اتين بفاحشه فعليهن نصف ما علي المحصنات من العذاب ذلك لمن خشي العنت منكم و ان تصبروا خير لكم و الله غفور رحيم,4,25,4
4##26,يريد الله ليبين لكم و يهديكم سنن الذين من قبلكم و يتوب عليكم و الله عليم حكيم,4,26,4
4##27,و الله يريد ان يتوب عليكم و يريد الذين يتبعون الشهوات ان تميلوا ميلا عظيما,4,27,4
4##28,يريد الله ان يخفف عنكم و خلق الانسان ضعيفا,4,28,4
4##29,يا ايها الذين امنوا لا تاكلوا اموالكم بينكم بالباطل الا ان تكون تجاره عن تراض منكم و لا تقتلوا انفسكم ان الله كان بكم رحيما,4,29,4
4##30,و من يفعل ذلك عدوانا و ظلما فسوف نصليه نارا و كان ذلك علي الله يسيرا,4,30,4
4##31,ان تجتنبوا كبائر ما تنهون عنه نكفر عنكم سيئاتكم و ندخلكم مدخلا كريما,4,31,17
4##32,و لا تتمنوا ما فضل الله به بعضكم علي بعض للرجال نصيب مما اكتسبوا و للنسا نصيب مما اكتسبن و اسالوا الله من فضله ان الله كان بكل شي عليما,4,32,4
4##33,و لكل جعلنا موالي مما ترك الوالدان و الاقربون و الذين عقدت ايمانكم فاتوهم نصيبهم ان الله كان علي كل شي شهيدا,4,33,4
4##34,الرجال قوامون علي النسا بما فضل الله بعضهم علي بعض و بما انفقوا من اموالهم فالصالحات قانتات حافظات للغيب بما حفظ الله و اللاتي تخافون نشوزهن فعظوهن و اهجروهن في المضاجع و اضربوهن فان اطعنكم فلا تبغوا عليهن سبيلا ان الله كان عليا كبيرا,4,34,4
4##35,و ان خفتم شقاق بينهما فابعثوا حكما من اهله و حكما من اهلها ان يريدا اصلاحا يوفق الله بينهما ان الله كان عليما خبيرا,4,35,4
4##36,و اعبدوا الله و لا تشركوا به شيئا و بالوالدين احسانا و بذي القربي و اليتامي و المساكين و الجار ذي القربي و الجار الجنب و الصاحب بالجنب و ابن السبيل و ما ملكت ايمانكم ان الله لا يحب من كان مختالا فخورا,4,36,4
4##37,الذين يبخلون و يامرون الناس بالبخل و يكتمون ما اتاهم الله من فضله و اعتدنا للكافرين عذابا مهينا,4,37,4
4##38,و الذين ينفقون اموالهم رئا الناس و لا يومنون بالله و لا باليوم الاخر و من يكن الشيطان له قرينا فسا قرينا,4,38,4
4##39,و ما ذا عليهم لو امنوا بالله و اليوم الاخر و انفقوا مما رزقهم الله و كان الله بهم عليما,4,39,4
4##40,ان الله لا يظلم مثقال ذره و ان تك حسنه يضاعفها و يوت من لدنه اجرا عظيما,4,40,17
4##41,فكيف اذا جئنا من كل امه بشهيد و جئنا بك علي هولا شهيدا,4,41,4
4##42,يومئذ يود الذين كفروا و عصوا الرسول لو تسوي بهم الارض و لا يكتمون الله حديثا,4,42,3
4##43,يا ايها الذين امنوا لا تقربوا الصلاه و انتم سكاري حتي تعلموا ما تقولون و لا جنبا الا عابري سبيل حتي تغتسلوا و ان كنتم مرضي او علي سفر او جا احد منكم من الغائط او لامستم النسا فلم تجدوا ما فتيمموا صعيدا طيبا فامسحوا بوجوهكم و ايديكم ان الله كان عفوا غفورا,4,43,4
4##44,ا لم تر الي الذين اوتوا نصيبا من الكتاب يشترون الضلاله و يريدون ان تضلوا السبيل,4,44,4
4##45,و الله اعلم باعدائكم و كفي بالله وليا و كفي بالله نصيرا,4,45,4
4##46,من الذين هادوا يحرفون الكلم عن مواضعه و يقولون سمعنا و عصينا و اسمع غير مسمع و راعنا ليا بالسنتهم و طعنا في الدين و لو انهم قالوا سمعنا و اطعنا و اسمع و انظرنا لكان خيرا لهم و اقوم و لكن لعنهم الله بكفرهم فلا يومنون الا قليلا,4,46,4
4##47,يا ايها الذين اوتوا الكتاب امنوا بما نزلنا مصدقا لما معكم من قبل ان نطمس وجوها فنردها علي ادبارها او نلعنهم كما لعنا اصحاب السبت و كان امر الله مفعولا,4,47,4
4##48,ان الله لا يغفر ان يشرك به و يغفر ما دون ذلك لمن يشا و من يشرك بالله فقد افتري اثما عظيما,4,48,4
4##49,ا لم تر الي الذين يزكون انفسهم بل الله يزكي من يشا و لا يظلمون فتيلا,4,49,4
4##50,انظر كيف يفترون علي الله الكذب و كفي به اثما مبينا,4,50,4
4##51,ا لم تر الي الذين اوتوا نصيبا من الكتاب يومنون بالجبت و الطاغوت و يقولون للذين كفروا هولا اهدي من الذين امنوا سبيلا,4,51,4
4##52,اولئك الذين لعنهم الله و من يلعن الله فلن تجد له نصيرا,4,52,4
4##53,ام لهم نصيب من الملك فاذا لا يوتون الناس نقيرا,4,53,4
4##54,ام يحسدون الناس علي ما اتاهم الله من فضله فقد اتينا ال ابراهيم الكتاب و الحكمه و اتيناهم ملكا عظيما,4,54,4
4##55,فمنهم من امن به و منهم من صد عنه و كفي بجهنم سعيرا,4,55,43
4##56,ان الذين كفروا باياتنا سوف نصليهم نارا كلما نضجت جلودهم بدلناهم جلودا غيرها ليذوقوا العذاب ان الله كان عزيزا حكيما,4,56,5
4##57,و الذين امنوا و عملوا الصالحات سندخلهم جنات تجري من تحتها الانهار خالدين فيها ابدا لهم فيها ازواج مطهره و ندخلهم ظلا ظليلا,4,57,4
4##58,ان الله يامركم ان تودوا الامانات الي اهلها و اذا حكمتم بين الناس ان تحكموا بالعدل ان الله نعما يعظكم به ان الله كان سميعا بصيرا,4,58,4
4##59,يا ايها الذين امنوا اطيعوا الله و اطيعوا الرسول و اولي الامر منكم فان تنازعتم في شي فردوه الي الله و الرسول ان كنتم تومنون بالله و اليوم الاخر ذلك خير و احسن تاويلا,4,59,3
4##60,ا لم تر الي الذين يزعمون انهم امنوا بما انزل اليك و ما انزل من قبلك يريدون ان يتحاكموا الي الطاغوت و قد امروا ان يكفروا به و يريد الشيطان ان يضلهم ضلالا بعيدا,4,60,4
4##61,و اذا قيل لهم تعالوا الي ما انزل الله و الي الرسول رايت المنافقين يصدون عنك صدودا,4,61,9
4##62,فكيف اذا اصابتهم مصيبه بما قدمت ايديهم ثم جا وك يحلفون بالله ان اردنا الا احسانا و توفيقا,4,62,4
4##63,اولئك الذين يعلم الله ما في قلوبهم فاعرض عنهم و عظهم و قل لهم في انفسهم قولا بليغا,4,63,4
4##64,و ما ارسلنا من رسول الا ليطاع باذن الله و لو انهم اذ ظلموا انفسهم جا وك فاستغفروا الله و استغفر لهم الرسول لوجدوا الله توابا رحيما,4,64,4
4##65,فلا و ربك لا يومنون حتي يحكموك فيما شجر بينهم ثم لا يجدوا في انفسهم حرجا مما قضيت و يسلموا تسليما,4,65,4
4##66,و لو انا كتبنا عليهم ان اقتلوا انفسكم او اخرجوا من دياركم ما فعلوه الا قليل منهم و لو انهم فعلوا ما يوعظون به لكان خيرا لهم و اشد تثبيتا,4,66,3
4##67,و اذا لاتيناهم من لدنا اجرا عظيما,4,67,4
4##68,و لهديناهم صراطا مستقيما,4,68,4
4##69,و من يطع الله و الرسول فاولئك مع الذين انعم الله عليهم من النبيين و الصديقين و الشهدا و الصالحين و حسن اولئك رفيقا,4,69,4
4##70,ذلك الفضل من الله و كفي بالله عليما,4,70,4
4##71,يا ايها الذين امنوا خذوا حذركم فانفروا ثبات او انفروا جميعا,4,71,4
4##72,و ان منكم لمن ليبطئن فان اصابتكم مصيبه قال قد انعم الله علي اذ لم اكن معهم شهيدا,4,72,4
4##73,و لئن اصابكم فضل من الله ليقولن كان لم تكن بينكم و بينه موده يا ليتني كنت معهم فافوز فوزا عظيما,4,73,4
4##74,فليقاتل في سبيل الله الذين يشرون الحياه الدنيا بالاخره و من يقاتل في سبيل الله فيقتل او يغلب فسوف نوتيه اجرا عظيما,4,74,4
4##75,و ما لكم لا تقاتلون في سبيل الله و المستضعفين من الرجال و النسا و الولدان الذين يقولون ربنا اخرجنا من هذه القريه الظالم اهلها و اجعل لنا من لدنك وليا و اجعل لنا من لدنك نصيرا,4,75,4
4##76,الذين امنوا يقاتلون في سبيل الله و الذين كفروا يقاتلون في سبيل الطاغوت فقاتلوا اوليا الشيطان ان كيد الشيطان كان ضعيفا,4,76,4
4##77,ا لم تر الي الذين قيل لهم كفوا ايديكم و اقيموا الصلاه و اتوا الزكاه فلما كتب عليهم القتال اذا فريق منهم يخشون الناس كخشيه الله او اشد خشيه و قالوا ربنا لم كتبت علينا القتال لو لا اخرتنا الي اجل قريب قل متاع الدنيا قليل و الاخره خير لمن اتقي و لا تظلمون فتيلا,4,77,4
4##78,اينما تكونوا يدرككم الموت و لو كنتم في بروج مشيده و ان تصبهم حسنه يقولوا هذه من عند الله و ان تصبهم سيئه يقولوا هذه من عندك قل كل من عند الله فما لهولا القوم لا يكادون يفقهون حديثا,4,78,17
4##79,ما اصابك من حسنه فمن الله و ما اصابك من سيئه فمن نفسك و ارسلناك للناس رسولا و كفي بالله شهيدا,4,79,4
4##80,من يطع الرسول فقد اطاع الله و من تولي فما ارسلناك عليهم حفيظا,4,80,4
4##81,و يقولون طاعه فاذا برزوا من عندك بيت طائفه منهم غير الذي تقول و الله يكتب ما يبيتون فاعرض عنهم و توكل علي الله و كفي بالله وكيلا,4,81,4
4##82,ا فلا يتدبرون القران و لو كان من عند غير الله لوجدوا فيه اختلافا كثيرا,4,82,4
4##83,و اذا جا هم امر من الامن او الخوف اذاعوا به و لو ردوه الي الرسول و الي اولي الامر منهم لعلمه الذين يستنبطونه منهم و لو لا فضل الله عليكم و رحمته لاتبعتم الشيطان الا قليلا,4,83,4
4##84,فقاتل في سبيل الله لا تكلف الا نفسك و حرض المومنين عسي الله ان يكف باس الذين كفروا و الله اشد باسا و اشد تنكيلا,4,84,4
4##85,من يشفع شفاعه حسنه يكن له نصيب منها و من يشفع شفاعه سيئه يكن له كفل منها و كان الله علي كل شي مقيتا,4,85,4
4##86,و اذا حييتم بتحيه فحيوا باحسن منها او ردوها ان الله كان علي كل شي حسيبا,4,86,4
4##87,الله لا اله الا هو ليجمعنكم الي يوم القيامه لا ريب فيه و من اصدق من الله حديثا,4,87,4
4##88,فما لكم في المنافقين فئتين و الله اركسهم بما كسبوا ا تريدون ان تهدوا من اضل الله و من يضلل الله فلن تجد له سبيلا,4,88,4
4##89,ودوا لو تكفرون كما كفروا فتكونون سوا فلا تتخذوا منهم اوليا حتي يهاجروا في سبيل الله فان تولوا فخذوهم و اقتلوهم حيث وجدتموهم و لا تتخذوا منهم وليا و لا نصيرا,4,89,4
4##90,الا الذين يصلون الي قوم بينكم و بينهم ميثاق او جا وكم حصرت صدورهم ان يقاتلوكم او يقاتلوا قومهم و لو شا الله لسلطهم عليكم فلقاتلوكم فان اعتزلوكم فلم يقاتلوكم و القوا اليكم السلم فما جعل الله لكم عليهم سبيلا,4,90,4
4##91,ستجدون اخرين يريدون ان يامنوكم و يامنوا قومهم كل ما ردوا الي الفتنه اركسوا فيها فان لم يعتزلوكم و يلقوا اليكم السلم و يكفوا ايديهم فخذوهم و اقتلوهم حيث ثقفتموهم و اولئكم جعلنا لكم عليهم سلطانا مبينا,4,91,4
4##92,و ما كان لمومن ان يقتل مومنا الا خطا و من قتل مومنا خطا فتحرير رقبه مومنه و ديه مسلمه الي اهله الا ان يصدقوا فان كان من قوم عدو لكم و هو مومن فتحرير رقبه مومنه و ان كان من قوم بينكم و بينهم ميثاق فديه مسلمه الي اهله و تحرير رقبه مومنه فمن لم يجد فصيام شهرين متتابعين توبه من الله و كان الله عليما حكيما,4,92,4
4##93,و من يقتل مومنا متعمدا فجزاوه جهنم خالدا فيها و غضب الله عليه و لعنه و اعد له عذابا عظيما,4,93,4
4##94,يا ايها الذين امنوا اذا ضربتم في سبيل الله فتبينوا و لا تقولوا لمن القي اليكم السلام لست مومنا تبتغون عرض الحياه الدنيا فعند الله مغانم كثيره كذلك كنتم من قبل فمن الله عليكم فتبينوا ان الله كان بما تعملون خبيرا,4,94,4
4##95,لا يستوي القاعدون من المومنين غير اولي الضرر و المجاهدون في سبيل الله باموالهم و انفسهم فضل الله المجاهدين باموالهم و انفسهم علي القاعدين درجه و كلا وعد الله الحسني و فضل الله المجاهدين علي القاعدين اجرا عظيما,4,95,4
4##96,درجات منه و مغفره و رحمه و كان الله غفورا رحيما,4,96,4
4##97,ان الذين توفاهم الملائكه ظالمي انفسهم قالوا فيم كنتم قالوا كنا مستضعفين في الارض قالوا ا لم تكن ارض الله واسعه فتهاجروا فيها فاولئك ماواهم جهنم و سا ت مصيرا,4,97,4
4##98,الا المستضعفين من الرجال و النسا و الولدان لا يستطيعون حيله و لا يهتدون سبيلا,4,98,4
4##99,فاولئك عسي الله ان يعفو عنهم و كان الله عفوا غفورا,4,99,4
4##100,و من يهاجر في سبيل الله يجد في الارض مراغما كثيرا و سعه و من يخرج من بيته مهاجرا الي الله و رسوله ثم يدركه الموت فقد وقع اجره علي الله و كان الله غفورا رحيما,4,100,4
4##101,و اذا ضربتم في الارض فليس عليكم جناح ان تقصروا من الصلاه ان خفتم ان يفتنكم الذين كفروا ان الكافرين كانوا لكم عدوا مبينا,4,101,4
4##102,و اذا كنت فيهم فاقمت لهم الصلاه فلتقم طائفه منهم معك و لياخذوا اسلحتهم فاذا سجدوا فليكونوا من ورائكم و لتات طائفه اخري لم يصلوا فليصلوا معك و لياخذوا حذرهم و اسلحتهم ود الذين كفروا لو تغفلون عن اسلحتكم و امتعتكم فيميلون عليكم ميله واحده و لا جناح عليكم ان كان بكم اذي من مطر او كنتم مرضي ان تضعوا اسلحتكم و خذوا حذركم ان الله اعد للكافرين عذابا مهينا,4,102,25
4##103,فاذا قضيتم الصلاه فاذكروا الله قياما و قعودا و علي جنوبكم فاذا اطماننتم فاقيموا الصلاه ان الصلاه كانت علي المومنين كتابا موقوتا,4,103,4
4##104,و لا تهنوا في ابتغا القوم ان تكونوا تالمون فانهم يالمون كما تالمون و ترجون من الله ما لا يرجون و كان الله عليما حكيما,4,104,4
4##105,انا انزلنا اليك الكتاب بالحق لتحكم بين الناس بما اراك الله و لا تكن للخائنين خصيما,4,105,4
4##106,و استغفر الله ان الله كان غفورا رحيما,4,106,4
4##107,و لا تجادل عن الذين يختانون انفسهم ان الله لا يحب من كان خوانا اثيما,4,107,4
4##108,يستخفون من الناس و لا يستخفون من الله و هو معهم اذ يبيتون ما لا يرضي من القول و كان الله بما يعملون محيطا,4,108,4
4##109,ها انتم هولا جادلتم عنهم في الحياه الدنيا فمن يجادل الله عنهم يوم القيامه ام من يكون عليهم وكيلا,4,109,4
4##110,و من يعمل سو ا او يظلم نفسه ثم يستغفر الله يجد الله غفورا رحيما,4,110,4
4##111,و من يكسب اثما فانما يكسبه علي نفسه و كان الله عليما حكيما,4,111,4
4##112,و من يكسب خطيئه او اثما ثم يرم به بريئا فقد احتمل بهتانا و اثما مبينا,4,112,4
4##113,و لو لا فضل الله عليك و رحمته لهمت طائفه منهم ان يضلوك و ما يضلون الا انفسهم و ما يضرونك من شي و انزل الله عليك الكتاب و الحكمه و علمك ما لم تكن تعلم و كان فضل الله عليك عظيما,4,113,4
4##114,لا خير في كثير من نجواهم الا من امر بصدقه او معروف او اصلاح بين الناس و من يفعل ذلك ابتغا مرضاه الله فسوف نوتيه اجرا عظيما,4,114,4
4##115,و من يشاقق الرسول من بعد ما تبين له الهدي و يتبع غير سبيل المومنين نوله ما تولي و نصله جهنم و سا ت مصيرا,4,115,4
4##116,ان الله لا يغفر ان يشرك به و يغفر ما دون ذلك لمن يشا و من يشرك بالله فقد ضل ضلالا بعيدا,4,116,4
4##117,ان يدعون من دونه الا اناثا و ان يدعون الا شيطانا مريدا,4,117,4
4##118,لعنه الله و قال لاتخذن من عبادك نصيبا مفروضا,4,118,4
4##119,و لاضلنهم و لامنينهم و لامرنهم فليبتكن اذان الانعام و لامرنهم فليغيرن خلق الله و من يتخذ الشيطان وليا من دون الله فقد خسر خسرانا مبينا,4,119,4
4##120,يعدهم و يمنيهم و ما يعدهم الشيطان الا غرورا,4,120,17
4##121,اولئك ماواهم جهنم و لا يجدون عنها محيصا,4,121,4
4##122,و الذين امنوا و عملوا الصالحات سندخلهم جنات تجري من تحتها الانهار خالدين فيها ابدا وعد الله حقا و من اصدق من الله قيلا,4,122,4
4##123,ليس بامانيكم و لا اماني اهل الكتاب من يعمل سو ا يجز به و لا يجد له من دون الله وليا و لا نصيرا,4,123,4
4##124,و من يعمل من الصالحات من ذكر او انثي و هو مومن فاولئك يدخلون الجنه و لا يظلمون نقيرا,4,124,4
4##125,و من احسن دينا ممن اسلم وجهه لله و هو محسن و اتبع مله ابراهيم حنيفا و اتخذ الله ابراهيم خليلا,4,125,6
4##126,و لله ما في السماوات و ما في الارض و كان الله بكل شي محيطا,4,126,4
4##127,و يستفتونك في النسا قل الله يفتيكم فيهن و ما يتلي عليكم في الكتاب في يتامي النسا اللاتي لا توتونهن ما كتب لهن و ترغبون ان تنكحوهن و المستضعفين من الولدان و ان تقوموا لليتامي بالقسط و ما تفعلوا من خير فان الله كان به عليما,4,127,4
4##128,و ان امراه خافت من بعلها نشوزا او اعراضا فلا جناح عليهما ان يصلحا بينهما صلحا و الصلح خير و احضرت الانفس الشح و ان تحسنوا و تتقوا فان الله كان بما تعملون خبيرا,4,128,19
4##129,و لن تستطيعوا ان تعدلوا بين النسا و لو حرصتم فلا تميلوا كل الميل فتذروها كالمعلقه و ان تصلحوا و تتقوا فان الله كان غفورا رحيما,4,129,4
4##130,و ان يتفرقا يغن الله كلا من سعته و كان الله واسعا حكيما,4,130,4
4##131,و لله ما في السماوات و ما في الارض و لقد وصينا الذين اوتوا الكتاب من قبلكم و اياكم ان اتقوا الله و ان تكفروا فان لله ما في السماوات و ما في الارض و كان الله غنيا حميدا,4,131,4
4##132,و لله ما في السماوات و ما في الارض و كفي بالله وكيلا,4,132,4
4##133,ان يشا يذهبكم ايها الناس و يات باخرين و كان الله علي ذلك قديرا,4,133,4
4##134,من كان يريد ثواب الدنيا فعند الله ثواب الدنيا و الاخره و كان الله سميعا بصيرا,4,134,4
4##135,يا ايها الذين امنوا كونوا قوامين بالقسط شهدا لله و لو علي انفسكم او الوالدين و الاقربين ان يكن غنيا او فقيرا فالله اولي بهما فلا تتبعوا الهوي ان تعدلوا و ان تلووا او تعرضوا فان الله كان بما تعملون خبيرا,4,135,4
4##136,يا ايها الذين امنوا امنوا بالله و رسوله و الكتاب الذي نزل علي رسوله و الكتاب الذي انزل من قبل و من يكفر بالله و ملائكته و كتبه و رسله و اليوم الاخر فقد ضل ضلالا بعيدا,4,136,4
4##137,ان الذين امنوا ثم كفروا ثم امنوا ثم كفروا ثم ازدادوا كفرا لم يكن الله ليغفر لهم و لا ليهديهم سبيلا,4,137,4
4##138,بشر المنافقين بان لهم عذابا اليما,4,138,4
4##139,الذين يتخذون الكافرين اوليا من دون المومنين ا يبتغون عندهم العزه فان العزه لله جميعا,4,139,4
4##140,و قد نزل عليكم في الكتاب ان اذا سمعتم ايات الله يكفر بها و يستهزا بها فلا تقعدوا معهم حتي يخوضوا في حديث غيره انكم اذا مثلهم ان الله جامع المنافقين و الكافرين في جهنم جميعا,4,140,4
4##141,الذين يتربصون بكم فان كان لكم فتح من الله قالوا ا لم نكن معكم و ان كان للكافرين نصيب قالوا ا لم نستحوذ عليكم و نمنعكم من المومنين فالله يحكم بينكم يوم القيامه و لن يجعل الله للكافرين علي المومنين سبيلا,4,141,4
4##142,ان المنافقين يخادعون الله و هو خادعهم و اذا قاموا الي الصلاه قاموا كسالي يرا ون الناس و لا يذكرون الله الا قليلا,4,142,4
4##143,مذبذبين بين ذلك لا الي هولا و لا الي هولا و من يضلل الله فلن تجد له سبيلا,4,143,4
4##144,يا ايها الذين امنوا لا تتخذوا الكافرين اوليا من دون المومنين ا تريدون ان تجعلوا لله عليكم سلطانا مبينا,4,144,4
4##145,ان المنافقين في الدرك الاسفل من النار و لن تجد لهم نصيرا,4,145,18
